#TightBinding Parameters Dictionary, spds* source Jancu et al. 1997
#alloy lat	E_sa	E_sc	E_pa	E_pc	ssSigma	sapcSigma	scpaSigma	ppSigma	ppPi
AlP	3.860803025	-5.3355	0.9573	3.3471	6.3392	-1.7403	2.6146	2.7804	4.0355	-1.3077
GaAs	2.44652176	-5.9819	-0.4028	3.5820	6.3853	-1.6187	2.4912	2.9382	4.4094	-1.4572
InAs	2.62332085	-5.9801	0.3333	3.5813	6.4939	-1.4789	2.3159	2.8006	4.1188	-1.3687	
